"aggregated_crossings_id","barrier_id","internal_name","crossing_source","crossing_feature_type","crossing_type_code","barrier_status","transport_line_structured_name_1","rail_track_name","blue_line_key","watercourse_name","road_name","structure_type","structure_owner","private_owner_details","structure_list_status","assessment_type_completed","reason_for_exclusion","method_of_exclusion","partial_passability","partial_passability_notes","upstream_habitat_quality","constructability","estimated_cost_$","priority","type_of_rehabilitation","rehabilitated_by","rehabilitated_date","estimated_rehabilitation_cost_$","actual_project_cost_$","next_steps","timeline_for_next_steps","lead_for_next_steps","others_involved_in_next_steps","reason","notes","supporting_links","modelled_crossing_id","pscis_status","crossing_subtype_code","pscis_road_name","pscis_stream_name","pscis_assessment_comment","pscis_assessment_date","dam_name","dam_height","dam_owner","dam_use","dam_operating_status","utm_zone","utm_easting","utm_northing","downstream_route_measure","wscode","localcode","watershed_group_code","gnis_stream_name","barriers_anthropogenic_dnstr","barriers_anthropogenic_dnstr_count","barriers_anthropogenic_habitat_wcrp_upstr","barriers_anthropogenic_habitat_wcrp_upstr_count","barriers_ch_cm_co_pk_sk_dnstr","barriers_st_dnstr","barriers_wct_dnstr","ch_spawning_km","ch_rearing_km","ch_spawning_belowupstrbarriers_km","ch_rearing_belowupstrbarriers_km","cm_spawning_km","cm_spawning_belowupstrbarriers_km","co_spawning_km","co_rearing_km","co_rearing_ha","co_spawning_belowupstrbarriers_km","co_rearing_belowupstrbarriers_km","co_rearing_belowupstrbarriers_ha","pk_spawning_km","pk_spawning_belowupstrbarriers_km","sk_spawning_km","sk_rearing_km","sk_rearing_ha","sk_spawning_belowupstrbarriers_km","sk_rearing_belowupstrbarriers_km","sk_rearing_belowupstrbarriers_ha","st_spawning_km","st_rearing_km","st_spawning_belowupstrbarriers_km","st_rearing_belowupstrbarriers_km","wct_spawning_km","wct_rearing_km","wct_spawning_belowupstrbarriers_km","wct_rearing_belowupstrbarriers_km","all_spawning_km","all_spawning_belowupstrbarriers_km","all_rearing_km","all_rearing_belowupstrbarriers_km","all_spawningrearing_km","all_spawningrearing_belowupstrbarriers_km","set_id","total_hab_gain_set","num_barriers_set","avg_gain_per_barrier","dnstr_set_ids","rank_avg_gain_per_barrier","rank_avg_gain_tiered","rank_total_upstr_hab","rank_combined","tier_combined","label_in_wcrp","elko_region","geom"
"1024706549",NULL,NULL,"MODELLED CROSSINGS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356566756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,661670,5448502,"19492.599045486","300.625474.584724.074830.438900","300.625474.584724.074830.438900.714791","ELKR","Bighorn Creek",NULL,0,"197842;197843",2,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.31954391232034","9.67349890794161","5.32","8.43","5.32","5.32","9.67","9.67","9.67","9.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000750450D8D3B33B412C142363BE0D2041F72AF1C530679740CCE0C2562609D340"
"1024706558",NULL,NULL,"MODELLED CROSSINGS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356569536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,643661,5458111,"7686.04636411442","300.625474.584724.074830","300.625474.584724.074830.127345","ELKR","Wigwam River",NULL,0,"1004601731;1004602683;1004603497;1004603498;1004603632;1004605528;1004605549;1004605941;1024747002;197783;197785;197786;197787;197793;197842;197843;197844;197845;50175",19,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147.482851766727","195.246818011319","144.41","183.53","147.48","147.48","195.25","195.25","195.25","195.25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000064FB1F682A693B41BC49CB64FE4520410000000000408C4024C384DE0B06BE40"
"1024706641",NULL,NULL,"MODELLED CROSSINGS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356566756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,651557,5450962,"4382.46803011945","300.625474.584724.074830.438900","300.625474.584724.074830.438900.160729","ELKR","Bighorn Creek",NULL,0,"1004605549;1004605941;197842;197843;197844;197845",6,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.2212451639353","29.6907019466244","20.22","24.86","21.22","21.22","29.69","29.69","29.69","29.69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000D400206B5F8B3B41A75E755D99162041E8EB82B7D41B92409568D2D0771EB140"
"1024706643",NULL,NULL,"MODELLED CROSSINGS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356566756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,652390,5451657,"5700.60128433307","300.625474.584724.074830.438900","300.625474.584724.074830.438900.210192","ELKR","Bighorn Creek",NULL,0,"1004605549;1004605941;197842;197843;197844;197845",6,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.9022451889854","28.1847019173895","18.9","23.36","19.9","19.9","28.18","28.18","28.18","28.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000A552D09D408E3B414257F993D11C20414D8DEEA9675792402222C5ED9944B640"
"1024706644",NULL,NULL,"MODELLED CROSSINGS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356566756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,652622,5452373,"6560.83750831826","300.625474.584724.074830.438900","300.625474.584724.074830.438900.244940","ELKR","Bighorn Creek",NULL,0,"1004605941;197842;197843;197844;197845",5,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.0422458782109","27.1197025062434","18.04","22.32","19.04","19.04","27.12","27.12","27.12","27.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00002A297F2FCB8E3B4199B7412698222041709A86101FB092400EF5F166D6A0B940"
"1024706659",NULL,NULL,"MODELLED CROSSINGS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356565430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,652790,5463393,"9900.0344151643","300.625474.584724.074830.184942","300.625474.584724.074830.184942.326766","ELKR","Lodgepole Creek",NULL,0,"1004601731;1004602683;1004603632;1024747002;197786;197787",6,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.2118509913374","31.7057057909754","19","27.32","20.21","20.21","31.71","31.71","31.71","31.71",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000A85C6D2AEA893B4111FD89E810782041C07F23590AC991409452B7670456C340"
"1024706674",NULL,NULL,"MODELLED CROSSINGS","ROAD, RESOURCE/OTHER","OBS","PASSABLE","Wigwam FSR",NULL,356565430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,648753,5461082,"3565.43800346436","300.625474.584724.074830.184942","300.625474.584724.074830.184942.101534","ELKR","Lodgepole Creek",NULL,0,"1004601731;1004602683;1004603632;1024747002;197786;197787;197793",7,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.4899321476388","44.5680533237226","28.28","40.18","29.49","29.49","44.57","44.57","44.57","44.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000D767DCB26B7B3B415DC6CD1C1D622041759FC42368398F40EC75FD41E0DAAB40"
"197780","197780","1004601993","PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356570443,"Rabbit Creek","Unnamed","Stream crossing - OBS","Unknown",NULL,"Data-deficient barrier","Barrier assessment",NULL,NULL,NULL,NULL,NULL,NULL,"5000","Low",NULL,NULL,NULL,NULL,NULL,"Engage with partners","2025-03-31","CWF",NULL,"Bridge is partially collapsed. ","Was not blocking flows when assessed in 2021 but could become an impediment if it continues to collapse into stream.","http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198800",4601993,"ASSESSED","BRIDGE",NULL,"Rabbit Creek","Bridge has collapsed but is not blocking channel. 16:08","2021-07-27",NULL,NULL,NULL,NULL,NULL,11,656655,5431721,"5626","300.625474.584724.074830.857893","300.625474.584724.074830.857893.434745","ELKR","Rabbit Creek",NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.21798314420747","2.92300058971258","1.22","2.92","1.22","1.22","2.92","2.92","2.92","2.92",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00006A7720C6CEA83B418E3C329EA20D1F412C6F176DD0E197400000000000FAB540"
"197781","197781","1004601995","PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356570443,"Rabbit Creek","Unnamed","Stream crossing - OBS","Unknown",NULL,"Data-deficient barrier","Barrier assessment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Low",NULL,NULL,NULL,NULL,NULL,"Engage with partners","2025-03-31","CWF",NULL,"Collapsed bridge not currently blocking flows (2021) but could become a barrier over time",NULL,"https://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198801",4601995,"ASSESSED","BRIDGE",NULL,"Rabbit Creek","Bridge has collapsed but is not blocking channel. 16:36","2021-07-27",NULL,NULL,NULL,NULL,NULL,11,655891,5431860,"6467","300.625474.584724.074830.857893","300.625474.584724.074830.857893.517869","ELKR","Rabbit Creek",NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.37698162037037","2.08199906587548","0.38","2.08","0.38","0.38","2.08","2.08","2.08","2.08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00006E450724C6A53B4191C3D6243E0E1F410000000000409840000000000043B940"
"197782","197782","1004602359","PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356570443,"Rabbit Creek","Unknown","Stream crossing - OBS","Unknown",NULL,"Excluded structure","Barrier assessment","Passable","Field assessment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Collapsed bridge but not blocking flows",NULL,"https://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198802",4602359,"ASSESSED","BRIDGE",NULL,"Rabbit Creek","Bridge has collapsed but is not blocking channel. 16:59","2021-07-27",NULL,NULL,NULL,NULL,NULL,11,655619,5431721,"6788","300.625474.584724.074830.857893","300.625474.584724.074830.857893.536091","ELKR","Rabbit Creek",NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0559817669800416","1.76099921248515","0.06","1.76","0.06","0.06","1.76","1.76","1.76","1.76",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000098C49A6AC9A43B41B39A5E228C0B1F4100000000006C9840000000000084BA40"
"197783","197783","1004605937","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER",NULL,NULL,356437959,"Tributary to Wigwam River","Wigwam Forest Service Road","Stream crossing - CBS","CanFor",NULL,"Excluded structure","Barrier assessment","No key upstream habitat","Field assessment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Low quality habitat","Dry with poorly defined channel downstream","http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198803",4605937,"ASSESSED","ROUND","Wigwam FSR","Tributary to Wigwam River","Dry with poorly defined downstream channel. 12:03","2021-07-28",NULL,NULL,NULL,NULL,NULL,11,662246,5431294,"362","300.625474.584724.074830.905771","300.625474.584724.074830.905771","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00000F57F8A9B5BE3B41936CAFA04E121F41B77083B491BA95400000000000A07640"
"197784",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356536376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4605218,"ASSESSED","BRIDGE",NULL,"Tributary to Wigwam River","Suspect that this stream is mapped incorrectly. 15:41","2021-07-28",NULL,NULL,NULL,NULL,NULL,11,647454,5449893,"608","300.625474.584724.074830.421290","300.625474.584724.074830.421290","ELKR",NULL,"1004603498",1,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0150000000000465","0","0.0150000000000465","0","0","0.02","0.02","0.02","0.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000B8918F6AFF7B3B41BC40CFA6310A204172273A8F90D591400000000000008340"
"197785","197785","1004606129","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER",NULL,NULL,356569293,"Tributary to Wigwam River","R08380-10","Stream crossing - CBS","CanFor",NULL,"Excluded structure","Barrier assessment","No key upstream habitat","Field assessment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No channel","Snowshoe Lake drains to basin upstream with no visible channel between lake and road","https://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198805",4606129,"ASSESSED","ROUND",NULL,"Tributary to Wigwam River","Drains Snowshoe Lake.  No visible channel.  No fish habitat present as the channel empties into large natural depression area ~60m upstream of the road. 16:25","2021-07-28",NULL,NULL,NULL,NULL,NULL,11,649481,5446733,"753","300.625474.584724.074830.489681","300.625474.584724.074830.489681.084041","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00006142AC7E71853B413B6624238AE71F4116DABB3D299893400000000000888740"
"197786","197786","1004606398","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Lodgepole Creek FSR",NULL,356565430,"Lodgepole Creek","Lodgepole Creek FSR","Stream crossing - CBS","CanFor",NULL,"Priority barrier","Detailed habitat investigation",NULL,NULL,"",NULL,"Medium","Moderate","240000","Low",NULL,NULL,"2024-11-06",NULL,NULL,"Engage with barrier owner","2025-04-30","CWF",NULL,"Industry crossing. Excellent quality habitat supporting all life stages of WCT. Currently scores as passable but likely to be replaced soon. Monitor.","Pure population of WCT confirmed in Lodgepole Creek. Undersized culvert with signs of overtopping. Culvert not buried in road bed, leading to damage in several locations.  Debris jam with 0.75 m drip currently creating a temporary passage barrier.","https://www.newgraphenvironment.com/fish_passage_elk_2021_reporting/appendix---197787-197786---lodgepole-creek.html Also see: VAST. 2023. Elk River Westslope Cutthroat Trout passage and habitat investigations. Prepared for Canadian Wildlife Federation by VAST Resource Solutions Inc., Cranbrook, B.C. ",4606398,"HABITAT CONFIRMATION","ROUND","Harvey FSR","Lodgepole Creek","Small stream with good flow.  Abundant gravels just upstream with gradients increasing to 6-7% near 540m upstream of culvert where large (~30m high) waterfall is located. 10:18","2021-07-29",NULL,NULL,NULL,NULL,NULL,11,665796,5462152,"26743","300.625474.584724.074830.184942","300.625474.584724.074830.184942.889680","ELKR",NULL,"197787",1,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.50600032548443","0","0.51","0","0","0.51","0.51","0.51","0.51","1353","0.51",1,"0.51000000000000000000","{1352}","9","10","10","10","A","yes","below_elko","01010000E0BD0B0000C16A5FDCF7BC3B419A2FE44C8F7B20411AAA9F6D7D139A4000000000C01DDA40"
"197787","197787","1004606370","PSCIS","ROAD, RESOURCE/OTHER","CBS","POTENTIAL","Lodgepole Creek FSR",NULL,356565430,"Lodgepole Creek","Lodgepole Creek FSR","Stream crossing - CBS","CanFor",NULL,"Priority barrier","Detailed habitat investigation",NULL,NULL,"Yes","Proportion of time","High","Easy","240000","High",NULL,NULL,NULL,NULL,NULL,"Engage with barrier owner","2025-04-30","CWF",NULL,"Industry barrier. Excellent quality habitat supporting all life stages of WCT. ","Pure population of WCT confirmed in Lodgepole Creek. Barrier at low flows. Sedimentation and deflection issues identified due to culvert. ","https://www.newgraphenvironment.com/fish_passage_elk_2021_reporting/appendix---197787-197786---lodgepole-creek.html Also see: VAST. 2023. Elk River Westslope Cutthroat Trout passage and habitat investigations. Prepared for Canadian Wildlife Federation by VAST Resource Solutions Inc., Cranbrook, B.C. ",4606370,"HABITAT CONFIRMATION","ROUND","Harvey FSR","Lodgepole Creek","Two pipes (1m each) but one blocked with debris.  Because height of outlets equivalent widths were added together for input to stream width ratio.   Large beaver dams upstream between culvert and Lodgepole Lake. 15:37","2021-07-29",NULL,NULL,NULL,NULL,NULL,11,664904,5462561,"25589","300.625474.584724.074830.184942","300.625474.584724.074830.184942.828818","ELKR","Lodgepole Creek",NULL,0,"197786",1,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.15400064034513","1.66000096582956","1.15","1.15","1.15","1.15","1.66","1.15","1.66","1.15","1352","1.15",1,"1.15000000000000000000",NULL,"4","4","3","4","A","yes","below_elko","01010000E0BD0B00000D88A5234EB93B41C7050DB4D47D2041E00FB575C6B999400000000040FDD840"
"197788",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356565430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ASSESSED","FORD",NULL,"Lodgepole Creek","Bridge has been removed. No isuues.  9:50","2021-07-30",NULL,NULL,NULL,NULL,NULL,11,660451,5461352,"20127","300.625474.584724.074830.184942","300.625474.584724.074830.184942.665660","ELKR","Lodgepole Creek",NULL,0,"1004601731;1024747002;197786;197787",4,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.94301244558635","12.9867086268938","4.79","9.94","5.94","5.94","12.99","12.99","12.99","12.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000076699CC9A4A83B41439BB58BFA6F204167948D4A69E4944000000000C0A7D340"
"197790","197790","1004606411","PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356551813,"Tributary to Lodgepole Creek","Unnamed","Stream crossing - Ford",NULL,NULL,"Excluded structure","Barrier assessment","Passable","Field assessment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ford","No issues","https://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198810",4606411,"ASSESSED","FORD",NULL,"Tributary to Lodgepole Creek","Ford.  No fish passage issues. 10:55","2021-07-30",NULL,NULL,NULL,NULL,NULL,11,658765,5459548,"1761","300.625474.584724.074830.184942.587579","300.625474.584724.074830.184942.587579.150763","ELKR",NULL,NULL,0,"1004602683;1004603632",2,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0733081982560019","2.08199930724777","0.02","0.75","0.07","0.07","2.08","2.08","2.08","2.08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000009BDEF3A03A33B41F1A1DA2F51602041967A7E6CAA5695400000000000849B40"
"197791",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356565430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706666,"ASSESSED","FORD",NULL,"Lodgepole Creek","ATV ford.  No fish passage issues. 11:10","2021-07-30",NULL,NULL,NULL,NULL,NULL,11,658955,5461096,"18214","300.625474.584724.074830.184942","300.625474.584724.074830.184942.604928","ELKR","Lodgepole Creek",NULL,0,"1004601731;1024747002;197786;197787",4,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.5665620104905","19.2037083146536","10.41","16.15","11.57","11.57","19.2","19.2","19.2","19.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000013DCF56DF9A23B418C08E3407F6C2041D67A64952C1294400000000080C9D140"
"197792","197792","1004605499","PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE","Wigwam FSR",NULL,356564861,"Tributary to Bean Creek","Cabin Creek FSR","Stream crossing - OBS","FNLRO",NULL,"Excluded structure","Barrier assessment","Passable","Field assessment","",NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bridge",NULL,"https://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198812",4605499,"ASSESSED","BRIDGE","Ram FSR","Bean Creek","Bridge. 11:53","2021-07-30",NULL,NULL,NULL,NULL,NULL,11,650057,5463542,"341","300.625474.584724.074830.184942.167755.193280","300.625474.584724.074830.184942.167755.193280","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.73041725503413","2.89217506047152","1.73","2.89","1.73","1.73","2.89","2.89","2.89","2.89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000AF1E70013E7F3B4196B4125779762041DAED7354CCD691400000000000507540"
"197793","197793","1004606347","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Lodgepole Creek FSR",NULL,356565601,"Bean Creek","Lodgepole FSR","Stream crossing - CBS","Unknown",NULL,"Excluded structure","Detailed habitat investigation","No key upstream habitat","Field assessment","Unknown",NULL,"Low",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Low quality habitat. Winter habitat assessments revealed low habitat values. Dewatered in summer and winter. No sutiable habitat to support most life stages.",NULL,"https://www.newgraphenvironment.com/fish_passage_elk_2021_reporting/appendix---197793---bean-creek.html Also see: VAST. 2023. Elk River Westslope Cutthroat Trout passage and habitat investigations. Prepared for Canadian Wildlife Federation by VAST Resource Solutions Inc., Cranbrook, B.C.",4606347,"HABITAT CONFIRMATION","ROUND","Lodgepole FSR","Bean Creek","Large channel but stream is completely dry. 12:11","2021-07-30",NULL,NULL,NULL,NULL,NULL,11,650414,5463818,"2440","300.625474.584724.074830.184942.167755","300.625474.584724.074830.184942.167755.193280","ELKR","Bean Creek",NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000009C65BA67C803B4108CEC98FF87820415BC0FD523CE99140000000000010A340"
"197794","197794","1004603480","PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356565601,"Bean Creek","Utility line","Stream crossing - OBS","Foothills Pipe Lines (South B.C.) Ltd.",NULL,"Excluded structure","Barrier assessment","Passable","Field assessment","",NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","Bridge",NULL,"http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198814",4603480,"ASSESSED","BRIDGE","Gasline","Tributary to Bean Creek","Bridge on the pipeline right of way. 13:30","2021-07-30",NULL,NULL,NULL,NULL,NULL,11,650539,5464640,"3324","300.625474.584724.074830.184942.167755","300.625474.584724.074830.184942.167755.332897","ELKR","Bean Creek","197793",1,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00003774357E8F803B4116132F54747F20413B1A2A81B13A92400000000000F8A940"
